scorer,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000
individuals,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,single,single,single,single,single,single
bodyparts,nose,nose,nose,Rear,Rear,Rear,Lear,Lear,Lear,headbase,headbase,headbase,spine,spine,spine,tailbase,tailbase,tailbase,anteriorC,anteriorC,anteriorC,posteriorC,posteriorC,posteriorC
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
6756,1003.882,149.954,0.9980000257492065,973.932,155.294,1.0,988.517,126.793,1.0,975.572,139.3,1.0,949.109,123.027,1.0,924.039,128.765,1.0,997.005,182.042,0.1589999943971634,1010.611,184.192,1.0
6757,1003.913,149.818,1.0,973.932,155.324,1.0,988.517,126.657,1.0,975.572,139.3,1.0,949.016,123.027,1.0,923.88,128.891,1.0,997.005,,0.546999990940094,1010.611,184.171,1.0
6758,1003.882,149.655,1.0,973.932,155.464,1.0,988.299,126.622,1.0,975.35,139.256,1.0,949.016,123.03,1.0,923.88,128.946,1.0,,182.042,,1009.961,183.852,1.0
6759,1003.801,149.818,1.0,973.706,155.659,1.0,988.299,126.224,1.0,975.004,139.236,1.0,949.15,122.989,1.0,923.88,128.891,1.0,996.915,183.48,0.5210000276565552,1009.961,183.723,1.0
6760,1003.801,149.818,1.0,973.639,155.659,1.0,988.299,125.917,1.0,975.004,139.066,1.0,949.15,122.989,1.0,924.062,128.833,1.0,996.915,182.712,0.7129999995231628,1009.961,183.597,1.0
6761,1003.345,149.908,1.0,973.639,155.659,1.0,988.299,126.224,1.0,975.004,138.981,1.0,949.15,122.791,1.0,924.085,128.833,1.0,996.915,182.22,0.39399999380111694,1009.879,183.579,1.0
6762,1003.345,149.975,1.0,973.706,155.464,1.0,988.728,126.224,1.0,975.05,138.896,1.0,949.15,122.771,1.0,924.279,128.64,1.0,997.141,182.22,0.7080000042915344,1009.706,183.579,1.0
6763,1003.345,149.993,1.0,973.639,155.399,1.0,988.728,126.847,1.0,975.05,138.767,1.0,949.15,122.665,1.0,924.405,128.552,1.0,997.141,182.22,0.3700000047683716,1009.706,183.266,1.0
6764,1003.402,149.975,1.0,973.657,155.254,1.0,988.737,127.006,1.0,975.05,138.613,1.0,949.153,122.536,1.0,924.621,128.492,1.0,997.141,182.22,0.41100001335144043,1009.641,183.183,1.0
6765,1003.707,149.993,1.0,973.657,154.734,1.0,988.737,127.006,1.0,974.711,138.315,1.0,949.153,122.536,1.0,924.621,128.492,1.0,996.224,183.009,0.5659999847412109,1009.618,183.183,1.0
6766,1003.707,150.001,1.0,973.657,154.359,1.0,988.737,127.006,1.0,974.711,138.23,1.0,949.153,122.771,1.0,924.621,128.361,1.0,985.95,183.338,0.7670000195503235,1009.618,183.183,1.0
6767,1003.707,150.151,1.0,973.657,154.359,1.0,988.729,126.84,1.0,974.711,138.23,1.0,949.153,122.788,1.0,924.244,128.492,1.0,985.95,183.338,0.7820000052452087,1009.584,183.571,1.0
6768,1003.796,150.324,1.0,974.039,154.359,1.0,988.737,126.355,1.0,974.966,138.23,1.0,949.302,122.788,1.0,924.244,128.568,1.0,996.224,183.338,0.6880000233650208,1009.618,183.731,1.0
6769,1003.888,150.378,1.0,974.08,154.359,1.0,988.729,126.355,1.0,975.304,138.28,1.0,949.355,122.825,1.0,924.241,128.572,1.0,997.127,182.567,0.8830000162124634,1009.765,184.189,1.0
6770,1004.173,150.378,1.0,974.171,154.359,1.0,988.729,126.063,1.0,975.416,138.594,1.0,949.355,122.825,1.0,924.241,128.572,1.0,997.127,182.567,0.5299999713897705,1009.787,184.189,1.0
6771,1004.173,150.378,1.0,974.245,154.39,1.0,988.729,126.063,1.0,975.463,138.915,1.0,949.477,122.804,1.0,924.122,128.801,1.0,997.127,182.567,0.4410000145435333,1009.791,184.369,1.0
6772,1004.173,150.366,0.9990000128746033,974.357,154.39,1.0,988.866,126.154,1.0,975.785,138.915,1.0,949.477,122.825,1.0,923.891,128.801,1.0,996.684,183.4,0.8629999756813049,1010.24,184.675,1.0
6773,1003.917,149.982,1.0,974.245,154.944,1.0,989.161,126.154,1.0,975.818,138.964,1.0,949.437,122.968,1.0,923.889,128.855,1.0,996.684,183.658,0.8600000143051147,1010.323,184.675,1.0
6774,1003.775,149.713,1.0,974.245,155.057,1.0,989.161,126.154,1.0,975.829,139.149,1.0,949.437,122.975,1.0,923.779,128.956,1.0,996.684,183.658,0.9390000104904175,1010.342,184.657,1.0
6775,1003.768,149.607,1.0,973.571,155.274,1.0,989.161,126.25,1.0,975.818,139.149,1.0,949.455,122.968,1.0,923.733,128.956,1.0,996.684,183.772,0.6629999876022339,1010.352,184.657,1.0
6776,1003.768,149.607,0.9990000128746033,973.509,155.344,1.0,989.161,126.154,1.0,975.818,139.118,1.0,949.455,122.968,1.0,923.585,129.107,1.0,996.477,183.765,0.7889999747276306,1010.352,184.255,1.0
6777,1003.71,149.607,0.9990000128746033,973.509,155.344,1.0,989.147,126.25,1.0,975.717,139.118,1.0,949.543,122.773,1.0,923.585,129.155,1.0,996.443,183.739,0.9599999785423279,1010.379,184.243,1.0
6778,1003.703,150.304,1.0,973.452,155.274,1.0,989.134,126.425,1.0,975.507,138.892,1.0,949.543,122.687,1.0,923.779,129.167,1.0,995.962,183.762,0.9829999804496765,1010.386,184.143,1.0
6779,1003.679,150.696,1.0,973.452,155.003,1.0,989.134,126.425,1.0,975.172,138.764,1.0,949.543,122.687,1.0,923.889,129.179,1.0,995.962,183.765,0.984000027179718,1010.447,183.907,1.0
6780,1003.257,150.696,0.9990000128746033,973.509,154.819,1.0,989.123,126.54,1.0,974.986,138.714,1.0,949.543,122.552,1.0,923.948,129.179,1.0,995.962,183.762,0.9829999804496765,1010.454,183.865,1.0
6781,1003.257,150.696,0.996999979019165,973.433,154.61,1.0,989.123,126.54,1.0,974.986,138.457,1.0,949.395,122.687,1.0,924.232,129.179,1.0,996.091,183.739,0.9430000185966492,1010.454,183.865,1.0
6782,1003.257,150.614,1.0,973.425,154.381,1.0,989.057,126.425,1.0,974.986,138.106,1.0,949.252,122.687,1.0,924.241,128.934,1.0,996.183,183.712,0.8690000176429749,1010.454,183.865,1.0
6783,1003.476,150.614,1.0,973.425,154.284,1.0,989.057,126.042,1.0,975.234,137.976,1.0,949.252,122.491,1.0,924.366,128.934,1.0,996.304,183.662,0.5440000295639038,1010.446,183.907,1.0
6784,1003.533,150.614,1.0,973.603,154.284,1.0,989.309,125.384,1.0,975.613,137.924,1.0,949.218,122.491,1.0,924.241,128.934,1.0,996.694,183.595,0.8399999737739563,1010.228,184.075,1.0
6785,1003.533,151.587,1.0,973.401,154.284,1.0,989.309,125.384,1.0,975.72,137.906,1.0,949.097,122.621,1.0,924.241,128.934,1.0,996.694,183.595,0.4009999930858612,1010.228,184.233,1.0
6786,1003.533,151.587,1.0,973.805,153.943,1.0,989.057,125.476,1.0,975.72,137.906,1.0,949.097,122.621,1.0,923.844,128.934,1.0,996.595,183.658,0.28700000047683716,1010.279,184.233,1.0
6787,1003.533,151.917,1.0,973.805,153.751,1.0,988.623,125.476,1.0,975.737,137.906,1.0,949.097,122.784,1.0,923.797,129.127,1.0,997.704,183.658,0.7630000114440918,1010.279,184.233,1.0
6788,1003.541,153.748,1.0,973.78,153.746,1.0,988.436,125.672,1.0,975.737,138.273,1.0,949.097,122.954,1.0,923.57,129.023,1.0,996.665,183.658,0.7739999890327454,1010.397,184.233,1.0
6789,1003.541,154.205,1.0,973.662,153.636,1.0,987.752,126.286,1.0,975.72,138.487,1.0,949.161,123.2,1.0,923.506,129.023,1.0,996.595,183.658,0.8169999718666077,1010.397,184.543,1.0
6790,1003.596,154.205,0.9869999885559082,973.662,153.746,1.0,987.682,126.297,1.0,975.377,139.105,1.0,949.161,123.326,1.0,923.506,129.023,1.0,996.648,183.589,0.7089999914169312,1010.511,184.543,1.0
6791,1003.541,154.568,0.9190000295639038,973.553,153.746,1.0,987.682,126.593,1.0,975.238,139.23,1.0,949.161,123.343,1.0,923.398,129.023,1.0,996.665,183.589,0.6710000038146973,1010.803,184.296,1.0
6792,1003.541,154.868,0.9879999756813049,973.386,154.345,1.0,987.752,126.827,1.0,974.723,139.23,1.0,949.161,123.326,1.0,923.288,128.934,1.0,996.648,183.36,0.9350000023841858,1010.397,184.296,1.0
6793,1003.596,154.868,0.8389999866485596,972.263,154.345,1.0,987.682,126.827,1.0,974.723,139.23,1.0,948.953,123.326,1.0,923.288,128.856,1.0,996.323,183.333,0.8939999938011169,1010.277,184.279,1.0
6794,1003.192,154.704,0.9470000267028809,972.263,154.643,1.0,987.682,126.827,1.0,974.723,138.555,1.0,948.953,123.078,1.0,923.407,128.856,1.0,996.201,183.36,0.9279999732971191,1010.277,184.128,1.0
6795,1002.925,154.704,0.9010000228881836,972.263,154.643,1.0,987.955,125.936,1.0,974.824,138.523,1.0,948.944,122.946,1.0,923.407,128.855,1.0,996.201,183.333,0.9700000286102295,1009.651,184.162,1.0
6796,1002.925,154.124,0.9449999928474426,972.933,154.372,1.0,987.955,125.9,1.0,974.873,138.486,1.0,948.944,122.929,1.0,923.534,128.855,1.0,996.201,183.236,0.8349999785423279,1009.616,184.128,1.0
6797,1003.051,150.877,0.9950000047683716,972.933,154.307,1.0,987.955,125.791,1.0,974.898,138.02,1.0,948.944,122.769,1.0,923.732,128.851,1.0,997.047,182.748,0.8989999890327454,1009.604,183.768,1.0
6798,1003.051,150.877,1.0,972.933,154.372,1.0,988.119,125.791,1.0,974.898,137.91,1.0,948.938,122.671,1.0,923.899,128.855,1.0,997.047,182.748,0.8930000066757202,1009.602,183.768,1.0
6799,1003.189,150.563,1.0,972.778,154.307,1.0,988.119,125.518,1.0,974.935,137.771,1.0,948.938,122.597,1.0,924.323,128.855,1.0,997.175,182.443,0.9369999766349792,1009.602,183.768,1.0
6800,1003.383,150.448,1.0,972.743,154.174,1.0,988.129,125.733,1.0,974.971,137.503,1.0,948.953,122.491,1.0,924.501,129.042,1.0,997.175,182.748,0.9570000171661377,1009.602,183.757,1.0
6801,1003.383,150.448,1.0,972.62,154.14,1.0,988.119,125.287,1.0,974.935,137.441,1.0,948.953,122.597,1.0,924.501,129.053,1.0,995.594,183.568,0.6959999799728394,1009.52,183.757,1.0
6802,1003.45,149.891,1.0,972.556,153.651,1.0,988.119,125.452,1.0,974.935,137.361,1.0,949.106,122.671,1.0,924.323,129.064,1.0,995.594,183.628,0.9390000104904175,1009.824,183.757,1.0
6803,1003.45,149.891,0.9990000128746033,972.096,153.493,1.0,988.129,125.452,1.0,975.067,137.075,1.0,949.155,122.604,1.0,923.931,129.159,1.0,995.624,183.568,0.9760000109672546,1010.338,183.757,1.0
6804,1003.97,149.891,0.9990000128746033,972.096,153.493,1.0,988.148,125.587,1.0,975.083,137.075,1.0,949.308,122.726,1.0,923.729,129.285,1.0,995.624,183.568,1.0,1010.919,183.043,1.0
6805,1004.087,150.066,0.9860000014305115,972.096,153.645,1.0,988.451,125.587,1.0,975.414,137.075,1.0,949.415,122.771,1.0,922.974,129.285,1.0,996.366,183.537,1.0,1010.991,183.043,1.0
6806,1003.97,150.175,0.9990000128746033,972.425,153.645,1.0,988.451,125.587,1.0,975.419,137.129,1.0,949.415,122.771,1.0,922.966,129.35,1.0,996.567,183.537,0.9990000128746033,1010.991,183.043,1.0
6807,1003.324,154.196,1.0,973.06,153.645,1.0,988.451,125.587,1.0,975.5,137.235,1.0,949.415,122.865,1.0,922.917,129.35,1.0,996.567,183.537,0.9409999847412109,1010.991,184.37,1.0
6808,1003.326,154.196,0.9990000128746033,973.113,153.645,1.0,988.142,125.422,1.0,975.75,137.478,1.0,948.995,123.089,1.0,922.917,129.355,1.0,996.366,183.593,0.7900000214576721,1010.887,184.37,1.0
6809,1003.324,154.855,0.828000009059906,973.12,153.677,1.0,987.989,125.387,1.0,975.775,137.544,1.0,948.952,123.14,1.0,922.917,129.355,1.0,996.628,184.228,0.9819999933242798,1010.759,184.552,1.0
6810,1003.306,154.924,0.8149999976158142,973.12,153.677,1.0,987.961,125.387,1.0,975.784,137.886,1.0,948.952,123.14,1.0,922.917,129.35,1.0,997.255,184.322,0.7149999737739563,1010.719,184.552,1.0
6811,1003.298,154.924,0.625,973.134,153.677,1.0,987.806,125.175,1.0,975.853,138.177,1.0,948.952,123.14,1.0,923.106,129.209,1.0,996.255,184.228,0.10400000214576721,1010.719,184.693,1.0
6812,1003.229,154.855,0.781000018119812,973.292,153.949,1.0,987.717,125.175,1.0,975.937,138.511,1.0,949.116,123.228,1.0,923.34,129.203,1.0,1001.848,185.802,0.375,1010.759,184.995,0.9980000257492065
6813,1003.229,154.758,0.9100000262260437,973.688,154.682,1.0,987.689,125.265,1.0,976.051,138.997,1.0,949.343,123.074,1.0,923.359,128.933,1.0,1001.848,185.802,,1010.978,184.995,0.44699999690055847
6814,1003.298,154.546,0.9089999794960022,973.775,154.682,1.0,987.689,125.361,1.0,976.051,139.117,1.0,949.452,123.074,1.0,923.43,128.731,1.0,1157.18,282.832,0.4959999918937683,1010.978,184.995,0.9919999837875366
6815,1003.984,149.764,0.9980000257492065,973.775,154.682,1.0,987.689,125.361,1.0,976.051,139.124,1.0,949.514,123.036,1.0,923.661,128.668,1.0,996.563,184.185,0.3269999921321869,1010.978,184.843,1.0
6816,1004.111,148.973,0.9610000252723694,973.688,154.538,1.0,987.689,125.427,1.0,975.74,139.124,1.0,949.598,123.036,1.0,923.877,128.668,1.0,996.563,184.185,0.46700000762939453,1010.978,184.463,1.0
6817,1004.111,148.844,0.8970000147819519,973.422,154.179,1.0,987.98,125.611,1.0,975.726,139.117,1.0,949.598,122.94,1.0,923.934,128.668,1.0,996.563,184.185,0.9110000133514404,1010.863,184.463,1.0
6818,1004.111,148.844,0.9750000238418579,973.293,154.101,1.0,987.995,125.611,1.0,975.652,138.98,1.0,949.694,122.846,1.0,923.934,128.711,1.0,996.563,184.185,0.16599999368190765,1010.863,184.463,1.0
6819,1004.111,148.973,0.8920000195503235,972.627,153.994,1.0,988.142,125.528,1.0,975.475,138.779,1.0,949.895,122.761,1.0,923.995,128.91,1.0,996.441,184.185,0.5210000276565552,1010.964,184.708,1.0
6820,1004.199,149.096,0.9380000233650208,972.627,153.924,1.0,988.142,125.427,1.0,975.475,138.695,1.0,950.049,122.558,1.0,923.995,128.911,1.0,996.441,183.954,0.9129999876022339,1010.964,184.708,1.0
6821,1004.199,149.123,0.9639999866485596,972.627,153.799,1.0,988.385,125.278,1.0,975.475,138.533,1.0,950.119,122.494,1.0,924.006,128.91,1.0,995.962,183.829,0.7580000162124634,1010.369,184.83,1.0
6822,1004.215,149.429,0.9929999709129333,973.235,153.662,1.0,988.293,125.089,1.0,976.242,138.308,1.0,950.119,122.494,1.0,923.995,128.91,1.0,995.962,183.829,0.9729999899864197,1010.369,184.83,1.0
6823,1004.215,149.545,1.0,973.816,153.662,1.0,988.391,124.955,1.0,976.312,138.308,1.0,950.181,122.558,1.0,923.995,128.91,1.0,995.962,183.829,0.9850000143051147,1010.286,184.83,1.0
6824,1004.021,149.649,0.9990000128746033,974.201,153.662,1.0,988.561,124.829,1.0,976.343,138.308,1.0,950.181,122.589,1.0,923.81,128.749,1.0,1001.521,184.596,0.8029999732971191,1010.286,184.695,1.0
6825,1004.021,149.979,1.0,974.523,153.803,1.0,988.561,124.829,1.0,976.343,138.32,1.0,950.394,122.589,1.0,923.81,128.749,1.0,1001.684,184.612,0.656000018119812,1010.369,184.695,1.0
6826,1004.021,150.02,1.0,974.523,153.926,1.0,988.561,124.955,1.0,976.312,138.326,1.0,950.394,122.589,1.0,923.81,128.749,1.0,1001.859,184.612,0.2630000114440918,1010.93,184.695,1.0
6827,1004.021,150.02,0.9990000128746033,974.523,153.948,1.0,988.69,125.496,1.0,976.067,138.508,1.0,950.481,122.569,1.0,924.079,128.749,1.0,1001.883,184.727,0.10400000214576721,1010.93,184.368,1.0
6828,1004.339,149.979,0.9890000224113464,974.285,154.017,1.0,988.737,125.558,1.0,976.067,138.545,1.0,950.643,122.569,1.0,924.079,128.706,1.0,1001.883,184.727,0.5950000286102295,1010.93,184.368,0.9990000128746033
6829,1004.339,149.752,0.996999979019165,974.037,154.124,1.0,988.737,126.182,1.0,976.059,138.666,1.0,950.643,122.569,1.0,924.079,128.846,1.0,1002.24,184.61,0.9929999709129333,1010.84,184.585,1.0
6830,1004.259,149.649,0.9919999837875366,973.738,154.771,1.0,988.737,126.291,1.0,975.999,138.811,1.0,950.643,122.885,1.0,923.623,128.846,1.0,1002.348,184.61,0.9890000224113464,1010.0,184.922,1.0
6831,1004.259,149.518,0.9919999837875366,973.738,154.831,1.0,988.495,126.291,1.0,975.705,139.004,1.0,950.599,122.97,1.0,923.53,128.846,1.0,1002.668,184.61,0.9419999718666077,1010.0,185.015,1.0
6832,1004.259,149.471,0.996999979019165,973.802,154.831,1.0,988.202,126.291,1.0,975.705,139.004,1.0,949.579,122.97,1.0,923.53,128.706,1.0,1002.348,184.61,0.625,1010.0,185.015,0.9900000095367432
6833,1004.254,149.518,0.9950000047683716,973.738,154.771,1.0,988.202,126.095,1.0,975.705,138.811,1.0,949.503,122.97,1.0,923.543,128.7,1.0,1002.348,184.61,0.828000009059906,1010.707,185.015,0.9990000128746033
6834,1004.249,149.649,0.9950000047683716,973.738,154.771,1.0,988.202,125.926,1.0,975.64,138.77,1.0,949.425,122.947,1.0,923.543,128.7,1.0,1002.292,184.647,0.36800000071525574,1010.946,184.493,1.0
6835,1003.621,149.775,1.0,973.482,154.686,1.0,988.422,125.926,1.0,975.64,138.356,1.0,949.419,122.838,1.0,923.601,128.7,1.0,1002.062,184.588,0.6880000233650208,1011.204,184.054,1.0
6836,1003.528,149.947,1.0,973.464,154.429,1.0,988.485,125.926,1.0,975.768,138.35,1.0,949.419,122.838,1.0,923.651,128.815,1.0,1001.653,184.647,0.9919999837875366,1011.325,183.614,1.0
6837,1003.298,150.009,1.0,973.298,154.005,1.0,988.503,125.751,1.0,975.606,138.199,1.0,949.419,122.838,1.0,923.729,128.815,1.0,1001.452,184.389,0.9990000128746033,1011.325,183.579,1.0
6838,1003.298,150.009,0.9929999709129333,972.845,153.578,1.0,988.503,125.751,1.0,975.511,137.72,1.0,949.454,122.796,1.0,923.829,128.815,1.0,996.286,183.276,0.9940000176429749,1011.325,183.579,1.0
6839,1003.528,150.009,0.9890000224113464,972.769,153.561,1.0,988.485,125.551,1.0,975.511,137.627,1.0,949.458,122.875,1.0,923.883,128.62,1.0,996.282,183.122,0.9990000128746033,1011.013,183.579,1.0
6840,1003.934,150.372,0.9990000128746033,972.769,153.549,1.0,988.197,125.415,1.0,975.606,137.623,1.0,949.523,122.878,1.0,923.966,128.62,1.0,996.286,183.122,0.9399999976158142,1011.013,183.967,1.0
6841,1003.957,150.254,0.9990000128746033,972.769,153.22,1.0,988.197,125.276,1.0,975.606,137.622,1.0,949.523,122.875,1.0,923.968,128.62,1.0,996.247,183.122,0.878000020980835,1010.447,184.121,1.0
6842,1003.957,150.254,1.0,973.249,153.15,1.0,988.197,125.276,1.0,975.844,137.623,1.0,949.654,122.713,1.0,924.01,128.936,1.0,996.247,183.334,0.6470000147819519,1010.061,184.265,1.0
6843,1003.934,150.372,1.0,973.415,153.15,1.0,988.572,125.285,1.0,975.844,137.623,1.0,949.776,122.875,1.0,923.968,129.174,1.0,996.247,183.369,0.9390000104904175,1010.061,184.659,1.0
6844,1004.132,150.372,0.9649999737739563,973.456,153.15,1.0,988.981,125.285,1.0,975.844,137.623,1.0,949.881,122.812,1.0,923.968,129.174,1.0,995.969,183.638,0.9539999961853027,1010.01,184.659,1.0
6845,1002.991,154.119,0.9710000157356262,973.492,153.601,1.0,988.988,125.582,1.0,976.124,138.12,1.0,950.101,122.801,1.0,923.822,129.174,1.0,995.918,183.638,0.9279999732971191,1010.01,184.787,1.0
6846,1002.991,154.627,0.9990000128746033,973.948,153.601,1.0,988.981,125.582,1.0,976.147,138.183,1.0,950.15,122.801,1.0,923.822,129.139,1.0,995.769,183.666,0.8830000162124634,1010.01,184.659,1.0
6847,1003.102,154.776,0.9950000047683716,974.132,153.64,1.0,988.981,125.697,1.0,976.185,138.434,1.0,950.18,122.812,1.0,923.694,128.961,1.0,980.223,183.666,0.23399999737739563,1010.01,184.659,0.9150000214576721
6848,1003.271,154.119,0.8740000128746033,974.406,153.777,1.0,988.981,125.851,1.0,976.194,138.579,1.0,950.198,122.801,1.0,923.707,128.812,1.0,971.434,183.357,0.3490000069141388,1010.01,185.527,0.921999990940094
6849,1003.271,154.119,0.8759999871253967,974.748,153.777,1.0,988.988,126.062,1.0,976.331,138.584,1.0,950.262,122.694,1.0,923.707,128.812,1.0,,,,1011.216,185.691,0.8500000238418579
6850,1004.165,149.25,0.9639999866485596,974.748,153.825,1.0,988.915,126.108,1.0,976.194,138.823,1.0,950.198,122.694,1.0,923.707,128.782,1.0,,,,1004.197,185.691,0.7490000128746033
6851,1004.165,149.237,0.9539999961853027,974.748,154.049,1.0,988.499,126.132,1.0,976.194,138.939,1.0,950.198,122.75,1.0,923.694,128.782,1.0,,,,1011.216,185.691,0.6439999938011169
6852,1004.165,149.083,0.8450000286102295,974.214,154.552,1.0,988.435,126.475,1.0,975.804,139.316,1.0,949.917,122.75,1.0,923.6,128.782,1.0,971.833,184.162,0.14800000190734863,1011.228,185.031,0.7400000095367432
6853,1004.165,149.083,0.4659999907016754,974.175,154.823,1.0,988.298,126.849,1.0,975.786,139.316,1.0,949.866,123.188,1.0,923.536,128.724,1.0,1002.038,184.826,,1011.36,184.788,0.9169999957084656
6854,1004.139,149.083,0.9300000071525574,974.175,154.833,1.0,988.298,126.849,1.0,975.786,139.316,1.0,949.82,123.188,1.0,923.536,128.713,1.0,1002.222,184.826,0.20200000703334808,1011.36,184.719,0.9950000047683716
6855,1003.935,149.083,0.9940000176429749,974.175,155.062,1.0,988.435,126.849,1.0,975.786,139.224,1.0,949.513,123.188,1.0,923.536,128.711,1.0,1002.204,184.826,0.45899999141693115,1011.36,184.719,1.0
6856,1004.139,149.265,0.9990000128746033,974.175,154.833,1.0,988.404,126.609,1.0,975.786,139.213,1.0,949.513,122.995,1.0,923.607,128.713,1.0,1002.038,184.718,0.33799999952316284,1011.142,184.693,1.0
6857,1003.935,149.413,0.9990000128746033,974.175,154.823,1.0,988.639,126.056,1.0,975.737,139.12,1.0,949.513,122.919,1.0,923.647,128.713,1.0,1002.038,184.718,0.32600000500679016,1011.055,184.57,1.0
6858,1003.85,149.733,0.996999979019165,973.444,154.408,1.0,988.639,125.924,1.0,975.737,139.014,1.0,949.439,122.873,1.0,923.71,128.788,1.0,996.166,184.015,0.4790000021457672,1011.027,184.57,1.0
6859,1003.117,154.562,0.9089999794960022,973.127,154.324,1.0,988.404,125.676,1.0,975.737,138.971,1.0,949.427,122.81,1.0,923.756,128.992,1.0,996.166,183.648,0.890999972820282,1010.726,184.57,1.0
6860,1003.117,154.562,0.9750000238418579,973.127,153.502,1.0,988.404,125.407,1.0,975.737,138.84,1.0,949.411,122.81,1.0,923.71,129.055,1.0,996.146,183.648,0.9399999976158142,1010.722,184.685,1.0
6861,1003.117,154.562,0.984000027179718,972.93,153.502,1.0,988.467,125.389,1.0,975.877,138.788,1.0,949.351,122.81,1.0,923.647,129.055,1.0,996.166,183.648,0.8820000290870667,1010.568,184.867,1.0
6862,1003.818,151.014,0.9980000257492065,972.93,153.502,1.0,988.467,125.216,1.0,975.89,138.615,1.0,948.963,122.81,1.0,923.202,128.959,1.0,996.201,183.475,0.9139999747276306,1010.568,184.867,1.0
6863,1003.818,150.89,1.0,973.129,153.587,1.0,988.533,125.216,1.0,975.89,138.265,1.0,948.838,123.0,1.0,922.921,128.959,1.0,996.238,183.475,0.9480000138282776,1010.568,184.709,1.0
6864,1003.818,150.89,1.0,973.129,153.629,1.0,988.554,125.216,1.0,975.89,138.248,1.0,948.571,123.13,1.0,922.921,128.914,1.0,996.527,183.566,0.9110000133514404,1010.61,184.685,1.0
6865,1003.621,150.89,1.0,973.047,153.629,1.0,988.613,125.254,1.0,975.811,138.162,1.0,948.571,123.13,1.0,922.838,128.914,1.0,996.742,183.566,0.4970000088214874,1010.61,184.709,1.0
6866,1003.349,151.014,1.0,973.146,153.673,1.0,988.627,125.254,1.0,975.811,138.248,1.0,948.571,123.18,1.0,922.838,128.914,1.0,997.039,183.911,0.9350000023841858,1010.793,184.709,1.0
6867,1003.258,150.89,1.0,973.363,153.673,1.0,988.627,125.305,1.0,975.811,138.089,1.0,948.611,123.193,1.0,922.794,128.914,1.0,1002.314,183.961,0.9480000138282776,1010.61,184.623,1.0
6868,1003.258,150.822,1.0,973.563,153.591,1.0,988.613,125.305,1.0,975.98,138.089,1.0,948.622,123.193,1.0,922.743,128.963,1.0,1002.314,183.961,0.9700000286102295,1010.606,184.603,0.996999979019165
6869,1003.229,150.822,1.0,973.736,153.591,1.0,988.543,124.859,1.0,975.98,138.26,1.0,948.654,123.3,1.0,922.667,129.042,1.0,1002.314,183.961,0.9950000047683716,1010.245,184.961,1.0
6870,1003.229,151.041,1.0,974.044,153.883,1.0,988.543,124.859,1.0,975.98,138.3,1.0,948.768,123.3,1.0,922.667,129.069,1.0,1002.288,183.961,0.9940000176429749,1010.245,184.716,1.0
6871,1003.229,150.822,0.9990000128746033,974.044,153.883,1.0,988.535,125.01,1.0,975.976,138.3,1.0,948.768,123.36,1.0,922.681,129.074,1.0,1002.288,183.961,0.9079999923706055,1010.245,184.586,0.9990000128746033
6872,1002.726,150.845,0.9990000128746033,974.044,154.015,1.0,988.535,125.01,1.0,975.746,138.3,1.0,948.654,123.36,1.0,922.681,129.074,1.0,1002.288,184.065,0.6790000200271606,1010.245,184.69,1.0
6873,1002.726,151.093,1.0,973.49,154.309,1.0,988.274,125.569,1.0,975.543,138.254,1.0,948.654,123.126,1.0,923.069,129.263,1.0,1002.6,184.129,0.9010000228881836,1010.245,184.69,1.0
6874,1002.726,151.093,1.0,972.896,154.309,1.0,988.045,125.569,1.0,974.96,137.935,1.0,948.743,123.063,1.0,923.365,129.278,1.0,1002.834,184.285,0.9869999885559082,1010.247,184.586,1.0
