scorer,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000,DLC_dlcrnetms5_optopreycapFeb16shuffle1_150000
individuals,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,mouse,single,single,single,single,single,single
bodyparts,nose,nose,nose,Rear,Rear,Rear,Lear,Lear,Lear,headbase,headbase,headbase,spine,spine,spine,tailbase,tailbase,tailbase,anteriorC,anteriorC,anteriorC,posteriorC,posteriorC,posteriorC
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
633,373.29,644.605,1.0,331.71,664.688,1.0,339.884,625.35,1.0,330.368,640.452,1.0,305.541,628.406,1.0,285.517,599.274,1.0,,,,,,
634,373.446,644.454,1.0,331.71,664.688,1.0,339.596,625.326,1.0,330.345,640.469,1.0,305.541,628.406,1.0,284.782,599.363,1.0,,,,,,
635,373.446,644.605,1.0,331.71,664.688,1.0,339.454,625.326,1.0,330.321,640.469,1.0,305.541,628.422,1.0,284.782,599.469,1.0,,,,,,
636,373.474,644.605,1.0,331.71,664.688,1.0,339.288,625.35,1.0,330.321,640.491,1.0,305.318,628.422,1.0,284.782,599.469,1.0,,,,,,
637,373.533,644.454,1.0,331.827,664.849,1.0,339.206,625.464,1.0,330.351,640.529,1.0,305.541,628.425,1.0,286.556,599.469,1.0,,,,,,
638,373.856,644.36,1.0,331.827,664.924,1.0,339.206,625.474,1.0,330.351,642.788,1.0,305.658,628.541,1.0,286.556,599.378,1.0,,,,,,
639,374.169,644.298,1.0,332.058,664.976,1.0,339.249,625.474,1.0,330.717,642.788,1.0,305.54,628.541,1.0,286.556,599.378,1.0,,,,,,
640,374.253,644.298,1.0,332.058,665.02,1.0,339.288,625.464,1.0,330.737,642.832,1.0,305.654,628.623,1.0,286.556,599.055,1.0,,,,,,
641,374.253,644.298,1.0,332.058,665.222,1.0,339.306,625.464,1.0,330.767,642.832,1.0,305.658,628.636,1.0,286.23,599.055,1.0,,,,,,
642,374.253,644.337,1.0,332.327,665.25,1.0,339.901,625.474,1.0,331.07,642.832,1.0,305.658,628.636,1.0,286.23,599.055,1.0,,,,,,
643,374.238,644.846,1.0,332.329,665.25,1.0,339.996,625.783,1.0,331.141,642.674,1.0,305.714,628.623,1.0,286.908,599.129,1.0,,,,,,
644,374.238,644.898,1.0,332.329,665.25,1.0,340.628,626.159,1.0,331.239,642.674,1.0,305.723,628.363,1.0,287.426,598.979,1.0,,,,,,
645,374.238,644.898,1.0,332.375,665.204,1.0,340.957,626.441,1.0,331.269,642.612,1.0,305.803,628.23,1.0,287.426,599.129,1.0,,,,,,
646,374.128,644.846,1.0,332.375,665.204,1.0,340.957,626.441,1.0,331.269,642.58,1.0,305.814,628.23,1.0,287.501,598.929,1.0,,,,,,
647,374.051,644.622,1.0,332.329,665.204,1.0,340.957,626.159,1.0,331.284,642.58,1.0,305.814,628.23,1.0,287.426,598.812,1.0,,,,,,
648,373.952,644.336,1.0,332.29,665.531,1.0,340.644,626.029,1.0,331.435,642.474,1.0,305.814,628.104,1.0,287.003,598.796,1.0,1156.708,283.417,0.10000000149011612,,,
649,373.891,644.089,1.0,332.305,665.59,1.0,340.639,625.882,1.0,331.441,642.474,1.0,305.9,628.104,1.0,285.579,598.368,1.0,,,,,,
650,373.862,644.109,1.0,332.303,665.59,1.0,340.596,625.763,1.0,331.507,642.593,1.0,305.9,628.104,1.0,286.812,598.212,1.0,,,,,,
651,373.862,644.109,1.0,332.29,665.59,1.0,340.371,625.763,1.0,331.507,642.593,1.0,305.9,628.104,1.0,286.812,598.212,1.0,,,,,,
652,373.862,644.109,1.0,332.29,665.59,1.0,340.355,625.763,1.0,331.547,642.516,1.0,306.115,628.104,1.0,285.246,598.368,1.0,,,,,,
653,373.846,644.125,1.0,332.303,665.607,1.0,340.299,625.84,1.0,331.547,642.587,1.0,306.113,628.315,1.0,286.812,598.407,1.0,,,,,,
654,373.846,644.675,1.0,332.246,665.827,1.0,340.288,625.954,1.0,331.437,642.516,1.0,306.115,628.335,1.0,286.812,598.478,1.0,,,,,,
655,373.483,644.675,1.0,332.211,665.827,1.0,340.257,625.954,1.0,331.428,642.496,1.0,306.115,628.335,1.0,287.217,598.478,1.0,,,,,,
656,373.44,644.956,1.0,332.211,665.869,1.0,340.074,625.84,1.0,331.266,642.469,1.0,306.113,628.335,1.0,287.217,598.416,1.0,,,,,,
657,373.25,645.003,1.0,332.211,665.869,1.0,340.074,625.562,1.0,331.266,641.117,1.0,306.078,628.449,1.0,287.217,598.545,1.0,,,,,,
658,372.826,645.003,1.0,332.211,665.728,1.0,339.987,625.511,1.0,331.358,641.117,1.0,306.002,628.463,1.0,285.317,598.545,1.0,,,,,,
659,372.393,645.02,1.0,332.198,665.728,1.0,339.987,625.208,1.0,331.358,641.117,1.0,306.002,628.575,1.0,288.165,598.416,1.0,,,,,,
660,372.393,645.02,1.0,332.315,665.771,1.0,339.96,625.208,1.0,331.376,641.157,1.0,306.002,628.575,1.0,284.896,603.183,1.0,,,,,,
661,372.393,645.02,1.0,332.315,665.728,1.0,339.96,625.208,1.0,331.484,641.197,1.0,306.002,628.575,1.0,284.896,603.183,1.0,,,,,,
662,373.922,644.398,1.0,332.157,665.728,1.0,339.96,625.67,1.0,331.668,641.197,1.0,305.931,628.568,1.0,288.104,599.06,1.0,,,,,,
663,373.979,644.174,1.0,331.921,665.353,1.0,339.96,625.67,1.0,331.706,641.197,1.0,305.931,628.548,1.0,288.104,599.06,1.0,,,,,,
664,374.061,644.062,1.0,331.921,664.88,1.0,340.02,625.67,1.0,331.668,640.865,1.0,305.931,628.345,1.0,288.104,599.06,1.0,,,,,,
665,374.071,643.742,1.0,331.921,664.592,1.0,340.02,625.62,1.0,331.727,640.834,1.0,305.89,628.089,1.0,288.104,599.06,1.0,,,,,,
666,374.071,643.742,1.0,332.201,664.592,1.0,340.114,625.378,1.0,331.727,640.774,1.0,305.885,628.089,1.0,287.443,598.659,1.0,,,,,,
667,374.061,643.742,1.0,332.213,664.475,1.0,340.115,625.378,1.0,331.599,640.712,1.0,305.885,628.089,1.0,286.484,598.659,1.0,,,,,,
668,374.002,643.876,1.0,332.213,664.475,1.0,340.244,625.62,1.0,331.287,640.712,1.0,305.784,628.03,1.0,287.122,598.659,1.0,,,,,,
669,373.942,643.988,1.0,332.201,664.543,1.0,340.378,625.643,1.0,331.238,640.433,1.0,305.747,628.03,1.0,287.122,599.019,1.0,,,,,,
670,373.912,644.032,1.0,332.213,664.543,1.0,340.456,625.643,1.0,331.238,640.433,1.0,305.747,628.036,1.0,287.122,598.724,1.0,,,,,,
671,373.942,644.032,1.0,332.17,664.543,1.0,340.463,625.643,1.0,331.188,640.433,1.0,305.784,628.036,1.0,287.122,599.019,1.0,,,,,,
672,373.942,644.099,1.0,332.17,664.543,1.0,340.463,625.535,1.0,331.189,640.337,1.0,306.037,628.044,1.0,287.122,599.019,1.0,,,,,,
673,373.742,644.11,1.0,332.156,664.583,1.0,340.456,625.483,1.0,331.189,640.337,1.0,306.129,628.104,1.0,287.013,598.816,1.0,,,,,,
674,373.553,644.099,1.0,332.156,664.486,1.0,340.305,625.483,1.0,331.189,640.337,1.0,306.129,628.107,1.0,287.013,598.754,1.0,,,,,,
675,373.553,644.099,1.0,332.156,664.583,1.0,340.265,625.437,1.0,331.189,640.337,1.0,306.129,628.118,1.0,287.013,598.816,1.0,,,,,,
676,373.553,643.973,1.0,332.26,664.583,1.0,340.236,625.483,1.0,331.189,640.393,1.0,306.22,628.118,1.0,286.997,598.816,1.0,,,,,,
677,373.553,643.908,1.0,332.387,664.709,1.0,340.207,625.483,1.0,330.981,640.472,1.0,306.116,628.39,1.0,287.013,599.175,1.0,,,,,,
678,374.074,643.702,1.0,332.387,664.709,1.0,340.207,625.238,1.0,330.932,640.472,1.0,306.018,628.39,1.0,287.181,599.175,1.0,,,,,,
679,374.119,643.501,1.0,332.436,664.709,1.0,340.17,625.23,1.0,330.8,640.472,1.0,305.704,628.39,1.0,287.438,599.175,1.0,,,,,,
680,374.119,643.501,1.0,332.436,664.582,1.0,340.17,625.238,1.0,330.716,639.971,1.0,305.489,628.389,1.0,287.438,598.991,1.0,,,,,,
681,374.074,642.955,1.0,332.436,664.413,1.0,340.17,625.238,1.0,330.716,639.971,1.0,305.489,628.389,1.0,287.831,598.991,1.0,,,,,,
682,374.074,642.636,1.0,332.436,664.293,1.0,340.435,625.265,1.0,330.629,639.971,1.0,305.489,628.389,1.0,287.831,598.991,1.0,,,,,,
683,374.032,642.361,1.0,332.55,664.239,1.0,340.465,625.459,1.0,330.629,640.249,1.0,305.643,628.385,1.0,287.703,598.991,1.0,,,,,,
684,374.032,642.261,1.0,332.55,664.293,1.0,340.631,625.486,1.0,331.016,640.259,1.0,305.663,628.444,1.0,287.556,598.991,1.0,,,,,,
685,374.145,642.261,1.0,332.766,664.293,1.0,340.631,625.459,1.0,331.016,640.259,1.0,305.663,628.444,1.0,287.556,598.904,1.0,,,,,,
686,374.145,642.361,1.0,332.779,664.293,1.0,340.652,625.459,1.0,330.831,640.253,1.0,305.769,628.444,1.0,287.228,598.904,1.0,,,,,,
687,373.874,642.361,1.0,332.779,664.313,1.0,340.652,625.423,1.0,330.951,642.54,1.0,305.675,628.385,1.0,287.105,598.896,1.0,,,,,,
688,373.673,642.608,1.0,332.779,664.313,1.0,340.4,625.187,1.0,330.951,640.253,1.0,305.675,628.317,1.0,286.923,598.896,1.0,,,,,,
689,373.673,642.608,1.0,332.779,664.178,1.0,340.4,625.187,1.0,330.831,640.175,1.0,305.656,628.246,1.0,286.571,598.896,1.0,,,,,,
690,373.673,642.608,1.0,332.741,664.178,1.0,340.527,625.187,1.0,330.951,640.224,1.0,305.656,628.246,1.0,286.015,598.896,1.0,,,,,,
691,374.002,642.228,1.0,332.693,664.178,1.0,340.504,625.422,1.0,331.03,640.175,1.0,305.656,628.246,1.0,286.445,598.896,1.0,,,,,,
692,374.063,642.195,1.0,332.693,664.178,1.0,340.527,625.422,1.0,331.03,640.175,1.0,305.656,628.246,1.0,285.998,598.948,1.0,,,,,,
693,374.083,642.094,1.0,332.693,664.668,1.0,340.527,625.453,1.0,331.029,640.191,1.0,306.151,628.618,1.0,285.988,598.948,1.0,,,,,,
694,374.135,642.134,1.0,332.693,664.871,1.0,340.527,625.885,1.0,331.029,640.224,1.0,306.304,628.759,1.0,285.988,599.018,1.0,,,,,,
695,374.197,642.134,1.0,332.793,664.877,1.0,340.574,625.885,1.0,330.816,640.191,1.0,306.331,628.759,1.0,285.988,599.04,1.0,,,,,,
696,374.197,642.134,1.0,332.946,665.062,1.0,340.662,625.885,1.0,330.816,640.248,1.0,306.38,628.758,1.0,285.841,599.074,1.0,,,,,,
697,374.083,642.134,1.0,333.001,665.154,1.0,340.662,625.928,1.0,330.816,640.248,1.0,306.5,628.758,1.0,285.841,599.326,1.0,,,,,,
698,373.903,642.134,1.0,333.279,665.337,1.0,340.832,625.842,1.0,330.849,640.248,1.0,306.546,628.672,1.0,286.06,599.326,1.0,,,,,,
699,373.563,641.841,1.0,333.281,665.337,1.0,340.897,625.793,1.0,330.926,640.223,1.0,306.581,628.671,1.0,286.06,599.326,1.0,,,,,,
700,373.563,641.79,1.0,333.393,665.269,1.0,340.897,625.793,1.0,330.954,640.223,1.0,306.642,628.65,1.0,286.06,599.326,1.0,,,,,,
701,373.903,641.685,1.0,333.423,665.337,1.0,340.897,625.793,1.0,331.12,640.213,1.0,306.642,628.671,1.0,286.274,599.326,1.0,1156.896,283.162,0.18199999630451202,,,
702,375.124,641.098,1.0,335.377,665.337,1.0,340.747,625.793,1.0,331.254,640.213,1.0,306.642,628.671,1.0,286.274,599.388,1.0,,,,,,
703,375.3,640.267,1.0,335.667,665.393,1.0,340.21,625.815,1.0,331.338,640.213,1.0,306.56,628.839,1.0,285.801,599.492,1.0,,,,,,
704,375.325,639.802,1.0,336.169,665.599,1.0,340.21,625.936,1.0,331.825,642.739,1.0,306.56,628.839,1.0,285.304,599.554,1.0,,,,,,
705,375.746,639.763,1.0,336.933,665.599,1.0,340.034,625.815,1.0,332.472,642.739,1.0,306.439,628.839,1.0,285.013,599.554,1.0,,,,,,
706,375.782,639.763,1.0,337.052,665.599,1.0,339.865,625.815,1.0,332.472,642.739,1.0,306.402,628.688,1.0,284.84,599.554,1.0,,,,,,
707,375.975,639.802,1.0,337.549,664.773,1.0,339.769,625.379,1.0,332.472,642.487,1.0,306.261,628.456,1.0,284.84,599.52,1.0,,,,,,
708,375.975,639.802,1.0,339.618,664.104,1.0,339.769,625.362,1.0,332.001,640.334,1.0,306.202,628.456,1.0,284.84,599.52,1.0,,,,,,
709,375.884,637.909,1.0,340.257,663.299,1.0,339.729,625.318,1.0,332.001,640.334,1.0,306.149,628.456,1.0,285.345,599.52,1.0,,,,,,
710,377.338,637.628,1.0,342.062,662.385,1.0,339.559,625.273,1.0,332.001,640.194,1.0,306.202,628.456,1.0,285.43,600.238,1.0,,,,,,
711,377.338,637.067,1.0,343.024,662.137,1.0,339.769,625.124,1.0,332.562,639.967,1.0,306.202,628.439,1.0,285.484,600.469,1.0,,,,,,
712,377.011,636.87,1.0,343.84,661.675,1.0,339.559,625.017,1.0,332.685,639.967,1.0,306.238,628.153,1.0,286.381,603.517,1.0,,,,,,
713,377.011,636.7,1.0,343.84,661.473,1.0,339.439,624.435,1.0,332.962,639.967,1.0,306.404,628.153,1.0,286.501,604.546,1.0,,,,,,
714,377.183,636.201,1.0,343.863,661.03,1.0,339.359,624.239,1.0,333.024,639.653,1.0,306.471,628.153,1.0,287.122,604.546,1.0,,,,,,
715,377.183,635.134,1.0,343.952,660.911,1.0,338.541,623.973,1.0,333.062,639.521,1.0,306.487,628.278,1.0,287.122,604.553,1.0,,,,,,
716,377.108,634.386,1.0,344.115,660.517,1.0,338.246,623.77,1.0,333.406,639.3,1.0,306.579,628.316,1.0,287.122,604.553,1.0,,,,,,
717,377.183,634.025,1.0,345.003,659.652,1.0,337.651,623.344,1.0,333.51,639.3,1.0,306.768,628.316,1.0,286.781,604.476,1.0,,,,,,
718,377.369,633.884,1.0,345.105,659.445,1.0,337.321,623.299,1.0,333.525,639.286,1.0,306.774,628.278,1.0,286.781,602.143,1.0,,,,,,
719,377.369,632.329,1.0,345.298,659.331,1.0,337.293,623.212,1.0,333.525,639.286,1.0,306.774,628.278,1.0,286.679,602.143,1.0,,,,,,
720,377.108,631.907,1.0,345.352,658.502,1.0,337.266,623.207,1.0,333.525,639.286,1.0,307.046,628.316,1.0,286.678,602.106,1.0,,,,,,
721,377.369,631.521,1.0,345.352,658.443,1.0,337.135,622.991,1.0,333.479,639.286,1.0,307.217,628.454,1.0,286.679,602.106,1.0,394.143,620.02,0.12600000202655792,,,
722,377.309,630.514,1.0,345.298,658.258,1.0,336.864,622.991,1.0,333.313,639.17,1.0,307.413,628.662,1.0,286.849,602.106,1.0,,,,,,
723,377.309,629.348,1.0,343.506,649.942,1.0,336.864,622.887,1.0,333.215,639.073,1.0,307.8,628.691,1.0,287.308,601.918,1.0,,,,,,
724,377.309,628.983,1.0,343.215,649.456,1.0,337.135,622.887,1.0,333.183,639.073,1.0,307.935,628.698,1.0,287.629,601.918,1.0,,,,,,
725,377.309,627.509,1.0,343.215,648.798,1.0,337.745,622.887,1.0,333.183,638.37,1.0,307.969,628.698,1.0,287.715,601.918,1.0,,,,,,
726,375.969,625.442,1.0,343.307,648.695,1.0,337.745,622.469,1.0,333.215,638.185,1.0,307.969,628.698,1.0,287.779,601.918,1.0,,,,,,
727,375.969,624.84,1.0,343.276,648.489,1.0,337.961,622.161,1.0,333.286,637.824,1.0,307.969,628.691,1.0,287.96,602.213,1.0,,,,,,
728,375.969,624.585,1.0,343.276,648.374,1.0,337.961,621.747,1.0,333.376,637.515,1.0,308.16,628.522,1.0,288.209,602.213,1.0,,,,,,
729,376.869,623.646,1.0,343.276,647.208,1.0,338.68,620.955,1.0,333.407,636.989,1.0,308.163,628.522,1.0,288.625,602.03,1.0,,,,,,
730,377.279,623.272,1.0,342.94,646.892,1.0,338.883,620.861,1.0,333.413,636.726,1.0,308.234,628.71,1.0,288.625,601.871,1.0,,,,,,
731,377.295,622.938,1.0,342.843,646.783,1.0,338.968,620.528,1.0,333.857,636.619,1.0,308.61,628.647,1.0,288.625,601.513,1.0,,,,,,
732,377.32,622.938,1.0,342.843,646.235,1.0,340.077,620.293,1.0,333.977,636.06,1.0,308.645,628.647,1.0,289.394,601.513,1.0,,,,,,
733,377.566,623.272,1.0,342.94,646.032,1.0,340.078,620.13,1.0,334.162,635.935,1.0,308.754,628.647,1.0,289.394,601.513,1.0,,,,,,
734,377.766,623.873,1.0,343.322,645.944,1.0,340.703,620.049,1.0,334.162,635.856,1.0,308.787,628.562,1.0,289.394,601.513,1.0,,,,,,
735,378.005,623.873,1.0,343.557,645.944,1.0,341.313,619.77,1.0,334.167,635.729,1.0,308.946,628.529,1.0,289.394,601.925,1.0,,,,,,
736,378.73,623.873,1.0,343.773,645.929,1.0,341.82,619.605,1.0,334.391,635.534,1.0,309.266,628.529,1.0,289.394,601.973,1.0,,,,,,
737,378.968,623.493,1.0,344.319,645.944,1.0,342.288,619.474,1.0,337.679,635.521,1.0,309.43,628.529,1.0,289.593,601.973,1.0,,,,,,
738,379.277,623.353,1.0,344.597,645.997,1.0,342.297,619.468,1.0,337.686,635.473,1.0,309.491,628.593,1.0,289.763,601.925,1.0,,,,,,
739,379.287,623.336,1.0,345.269,645.997,1.0,342.458,619.319,1.0,337.748,635.473,1.0,309.551,628.64,1.0,289.794,601.984,1.0,,,,,,
740,379.377,623.336,1.0,345.92,645.997,1.0,342.882,619.319,1.0,337.78,635.521,1.0,309.576,628.712,1.0,289.794,601.984,1.0,,,,,,
741,379.434,623.057,1.0,346.181,645.997,1.0,343.391,619.319,1.0,337.89,635.579,1.0,309.576,628.712,1.0,289.875,601.839,1.0,,,,,,
742,379.728,622.685,1.0,346.852,645.997,1.0,343.866,619.513,1.0,338.339,635.854,1.0,309.636,628.712,1.0,289.972,601.648,1.0,,,,,,
743,380.432,622.371,1.0,347.32,646.171,1.0,344.197,619.515,1.0,338.396,635.927,1.0,309.636,628.563,1.0,289.887,601.63,1.0,,,,,,
744,380.432,622.322,1.0,348.616,646.393,1.0,344.536,619.515,1.0,338.762,635.927,1.0,309.683,628.563,1.0,289.887,601.499,1.0,,,,,,
745,380.505,620.393,1.0,348.616,646.419,1.0,344.624,619.515,1.0,338.791,635.927,1.0,309.683,628.563,1.0,289.887,601.63,1.0,,,,,,
746,380.538,619.333,1.0,348.842,646.482,1.0,344.903,619.466,1.0,339.093,635.896,1.0,309.683,628.792,1.0,290.129,601.63,1.0,,,,,,
747,380.538,619.223,1.0,348.951,646.669,1.0,345.125,619.399,1.0,339.131,635.313,1.0,309.712,628.825,1.0,289.934,602.23,1.0,,,,,,
748,380.908,617.507,1.0,352.967,648.569,1.0,345.125,619.282,1.0,339.503,635.21,1.0,309.96,629.053,1.0,289.934,602.548,1.0,,,,,,
749,381.191,616.593,1.0,353.643,648.569,1.0,344.903,618.111,1.0,339.558,634.855,1.0,309.96,629.311,1.0,289.588,603.462,1.0,,,,,,
750,381.191,616.576,1.0,354.825,648.648,1.0,344.903,617.058,1.0,339.824,634.676,1.0,314.225,630.57,1.0,289.61,605.366,1.0,,,,,,
751,381.116,615.905,1.0,354.825,648.648,1.0,345.053,616.818,1.0,340.551,634.581,1.0,314.617,630.57,1.0,289.61,606.216,1.0,,,,,,
752,381.191,615.806,1.0,354.896,648.307,1.0,345.053,616.448,1.0,341.36,634.093,1.0,315.199,630.57,1.0,289.61,606.216,1.0,,,,,,
753,381.191,614.411,1.0,355.035,648.168,1.0,345.426,616.337,1.0,341.493,633.834,1.0,315.409,630.556,1.0,291.214,606.216,1.0,,,,,,
754,381.436,614.213,1.0,355.23,647.858,1.0,346.671,615.31,1.0,342.828,632.977,1.0,315.409,630.556,1.0,291.304,606.518,1.0,,,,,,
755,382.485,613.28,1.0,355.985,647.68,1.0,347.42,614.838,1.0,343.37,632.658,1.0,315.409,630.556,1.0,291.304,606.726,1.0,,,,,,
756,382.816,612.713,1.0,357.17,647.644,1.0,348.647,614.426,1.0,343.37,632.339,1.0,316.241,633.779,1.0,291.638,606.765,1.0,,,,,,
757,384.393,611.581,1.0,358.554,647.633,1.0,351.13,613.54,1.0,343.451,631.288,1.0,317.39,633.859,1.0,291.785,607.148,1.0,,,,,,
758,386.348,610.785,1.0,359.247,647.478,1.0,351.163,613.54,1.0,343.617,630.884,1.0,317.688,633.859,1.0,292.326,608.362,1.0,,,,,,
759,386.353,610.739,1.0,359.247,647.433,1.0,351.163,613.54,1.0,343.617,630.884,1.0,318.001,633.788,1.0,292.18,608.761,1.0,,,,,,
760,388.341,610.328,1.0,359.247,647.4,1.0,351.13,615.923,1.0,343.617,630.884,1.0,318.135,633.788,1.0,292.18,610.004,1.0,,,,,,
761,391.514,609.133,1.0,355.122,647.163,1.0,350.326,617.301,1.0,346.672,631.493,1.0,320.874,632.928,1.0,292.185,611.244,1.0,,,,,,
762,392.864,608.971,1.0,355.122,646.971,1.0,350.326,617.335,1.0,347.11,631.577,1.0,320.931,632.884,1.0,292.185,611.273,1.0,,,,,,
763,392.864,608.926,1.0,355.122,645.903,1.0,350.326,617.746,1.0,347.614,631.577,1.0,321.27,632.861,1.0,292.185,611.651,1.0,,,,,,
764,392.864,608.684,1.0,356.334,644.637,1.0,351.522,617.746,1.0,348.202,631.519,1.0,321.495,632.861,1.0,292.308,611.91,1.0,,,,,,
765,394.569,608.616,1.0,357.252,643.575,1.0,351.973,617.746,1.0,348.916,631.519,1.0,322.043,632.874,1.0,292.575,612.879,1.0,,,,,,
766,394.569,608.402,1.0,358.044,643.164,1.0,354.575,616.962,1.0,355.25,631.577,1.0,323.191,632.874,1.0,293.865,613.266,1.0,,,,,,
767,394.569,608.402,1.0,359.52,642.862,1.0,355.888,616.685,1.0,356.614,631.818,1.0,323.405,632.874,1.0,293.937,613.842,1.0,,,,,,
768,396.589,608.065,1.0,368.621,642.581,1.0,358.197,616.182,1.0,357.796,631.962,1.0,323.632,632.874,1.0,293.945,614.133,1.0,,,,,,
769,398.342,608.018,1.0,369.873,642.069,1.0,359.595,615.569,1.0,358.513,632.321,1.0,324.065,632.719,1.0,294.562,614.444,1.0,,,,,,
770,399.413,607.977,1.0,371.531,642.069,1.0,361.942,614.463,1.0,359.807,632.827,1.0,324.479,632.672,1.0,295.418,614.523,1.0,,,,,,
771,400.247,606.743,1.0,372.69,642.069,1.0,362.841,614.463,1.0,360.76,633.13,1.0,325.472,632.509,1.0,296.438,614.523,1.0,,,,,,
772,401.132,606.47,1.0,374.355,642.082,1.0,363.026,614.463,1.0,361.353,633.131,1.0,325.926,632.509,1.0,296.812,614.523,1.0,,,,,,
773,401.459,606.419,1.0,374.582,642.665,1.0,363.362,614.511,1.0,361.809,633.201,1.0,326.322,632.381,1.0,298.072,614.644,1.0,,,,,,
774,401.849,606.419,1.0,375.265,642.694,1.0,364.251,614.992,1.0,362.934,633.41,1.0,326.489,632.194,1.0,298.403,614.523,1.0,,,,,,
775,401.849,606.743,1.0,376.203,642.912,1.0,364.912,615.361,1.0,362.934,633.201,1.0,326.652,632.132,1.0,298.564,615.075,1.0,,,,,,
776,401.849,608.661,1.0,376.473,642.912,1.0,365.132,615.361,1.0,362.934,633.201,1.0,332.656,631.272,1.0,298.937,615.174,1.0,,,,,,
777,399.177,608.661,1.0,376.473,643.322,1.0,365.744,615.361,1.0,360.319,631.985,1.0,332.747,631.143,1.0,299.245,615.417,1.0,,,,,,
778,399.177,608.782,1.0,376.473,643.349,1.0,365.828,615.451,1.0,360.319,631.699,1.0,332.911,631.143,1.0,299.245,615.446,1.0,,,,,,
779,399.177,608.661,1.0,372.883,643.349,1.0,366.994,615.197,1.0,360.319,631.121,1.0,333.545,631.272,1.0,299.195,615.547,1.0,,,,,,
780,399.965,608.636,1.0,372.883,643.322,1.0,367.659,615.197,1.0,361.043,631.11,1.0,333.695,631.519,1.0,299.195,615.446,1.0,,,,,,
781,400.679,608.535,1.0,372.883,643.322,1.0,368.09,615.132,1.0,361.396,630.944,1.0,334.117,631.596,1.0,298.766,615.446,1.0,,,,,,
782,401.305,608.535,1.0,373.596,642.317,1.0,368.09,615.128,1.0,362.295,630.901,1.0,334.772,632.085,1.0,291.186,614.449,1.0,,,,,,
783,402.246,603.241,1.0,373.788,641.715,1.0,368.09,614.864,1.0,362.483,630.818,1.0,335.424,632.092,1.0,291.114,614.244,1.0,,,,,,
784,403.607,603.241,1.0,374.812,641.28,1.0,365.644,613.442,1.0,363.555,630.78,1.0,335.903,632.092,1.0,291.114,614.244,1.0,,,,,,
785,404.317,603.052,1.0,375.423,641.28,1.0,365.644,613.356,1.0,364.319,630.765,1.0,336.063,632.156,1.0,291.114,614.449,1.0,,,,,,
786,404.612,603.241,1.0,375.814,641.28,1.0,365.644,613.261,1.0,365.351,630.765,1.0,336.063,632.195,1.0,291.52,614.581,1.0,,,,,,
787,406.027,606.711,1.0,375.814,641.28,1.0,366.757,613.261,1.0,366.028,630.765,1.0,336.063,632.72,1.0,291.582,614.624,1.0,,,,,,
788,406.531,606.711,1.0,376.408,641.28,1.0,368.063,613.204,1.0,370.924,630.765,1.0,334.612,632.864,1.0,291.582,614.791,1.0,1156.933,283.289,0.11599999666213989,,,
789,406.713,606.423,1.0,377.178,641.096,1.0,368.728,612.432,1.0,371.196,630.765,1.0,334.612,632.904,1.0,291.52,614.811,1.0,,,,,,
790,408.411,606.423,1.0,382.439,635.453,1.0,369.533,611.514,1.0,371.445,630.761,1.0,334.612,632.904,1.0,291.342,614.914,1.0,,,,,,
791,408.411,606.236,1.0,383.564,635.304,1.0,371.85,610.931,1.0,372.244,630.761,1.0,335.073,632.955,1.0,291.342,614.914,1.0,,,,,,
792,408.411,605.648,1.0,384.482,635.304,1.0,372.021,610.722,1.0,372.943,630.761,1.0,335.217,632.975,1.0,291.342,615.317,1.0,,,,,,
793,408.558,605.611,1.0,385.653,635.453,1.0,373.152,610.516,1.0,373.965,631.022,1.0,335.292,633.0,1.0,291.385,615.874,1.0,,,,,,
